date,amount,category,description,payment_method,is_fixed,memo,year,month
2024-09-29,21783,문화/여가,영화,카드,False,,2024,9
2024-09-18,21149,문화/여가,영화,카드,False,,2024,9
2024-09-06,22393,문화/여가,영화,카드,False,,2024,9
2024-09-01,15443,식비,카페,카드,False,,2024,9
2024-09-11,10574,식비,외식,카드,False,,2024,9
2024-09-18,3300,교통비,지하철,카드,False,,2024,9
2024-09-20,25107,식비,카페,카드,False,,2024,9
2024-09-14,11709,기타,기타 지출,카드,False,,2024,9
2024-09-11,11735,식비,외식,카드,False,,2024,9
2024-09-22,19612,문화/여가,영화,카드,False,,2024,9
2024-09-02,3300,교통비,지하철,카드,False,,2024,9
2024-09-05,15893,문화/여가,영화,카드,False,,2024,9
2024-09-03,14651,식비,점심,간편결제,False,,2024,9
2024-09-07,2589,기타,기타 지출,카드,False,,2024,9
2024-09-21,2147,교통비,지하철,카드,False,,2024,9
2024-09-28,8784,식비,점심,카드,False,,2024,9
2024-09-16,29661,문화/여가,영화,간편결제,False,,2024,9
2024-09-21,40659,쇼핑,의류,카드,False,,2024,9
2024-09-29,2331,교통비,버스,카드,False,,2024,9
2024-09-15,7924,쇼핑,의류,카드,False,,2024,9
2024-09-09,18706,문화/여가,영화,카드,False,,2024,9
2024-09-03,11946,기타,기타 지출,카드,False,,2024,9
2024-09-27,22123,식비,점심,카드,False,,2024,9
2024-09-10,3300,교통비,버스,카드,False,,2024,9
2024-09-29,28406,식비,점심,카드,False,,2024,9
2024-09-06,18471,문화/여가,영화,카드,False,,2024,9
2024-09-14,1710,교통비,지하철,카드,False,,2024,9
2024-09-07,14476,기타,기타 지출,간편결제,False,,2024,9
2024-09-11,3300,교통비,버스,카드,False,,2024,9
2024-09-03,7358,기타,기타 지출,간편결제,False,,2024,9
2024-09-28,19525,문화/여가,영화,카드,False,,2024,9
2024-09-26,26475,문화/여가,영화,간편결제,False,,2024,9
2024-09-05,24283,문화/여가,영화,간편결제,False,,2024,9
2024-09-26,14374,식비,외식,카드,False,,2024,9
2024-09-09,30103,쇼핑,온라인 쇼핑,간편결제,False,,2024,9
2024-09-02,17821,문화/여가,영화,카드,False,,2024,9
2024-09-20,24972,문화/여가,영화,간편결제,False,,2024,9
2024-09-02,7484,기타,기타 지출,카드,False,,2024,9
2024-09-02,13218,기타,기타 지출,간편결제,False,,2024,9
2024-09-01,27142,쇼핑,온라인 쇼핑,카드,False,,2024,9
2024-09-27,37218,쇼핑,온라인 쇼핑,간편결제,False,,2024,9
2024-09-28,4734,기타,기타 지출,카드,False,,2024,9
2024-09-25,26028,쇼핑,온라인 쇼핑,카드,False,,2024,9
2024-09-20,11576,기타,기타 지출,카드,False,,2024,9
2024-09-07,2383,교통비,버스,카드,False,,2024,9
2024-09-25,9462,기타,기타 지출,카드,False,,2024,9
2024-09-03,15194,식비,배달,간편결제,False,,2024,9
2024-09-27,3300,교통비,지하철,카드,False,,2024,9
2024-09-02,19956,식비,배달,카드,False,,2024,9
2024-09-09,29140,쇼핑,의류,카드,False,,2024,9
2024-09-08,17204,식비,외식,카드,False,,2024,9
2024-09-12,17679,문화/여가,영화,카드,False,,2024,9
2024-09-10,1449,기타,기타 지출,카드,False,,2024,9
2024-09-28,23751,식비,배달,현금,False,,2024,9
2024-09-21,2011,교통비,지하철,카드,False,,2024,9
2024-09-09,11675,기타,기타 지출,카드,False,,2024,9
2024-09-16,3167,기타,기타 지출,간편결제,False,,2024,9
2024-09-08,2066,교통비,지하철,카드,False,,2024,9
2024-09-14,7168,기타,기타 지출,카드,False,,2024,9
2024-09-07,22646,문화/여가,영화,카드,False,,2024,9
2024-09-19,2676,기타,기타 지출,카드,False,,2024,9
2024-09-10,12213,기타,기타 지출,카드,False,,2024,9
2024-09-11,19529,문화/여가,영화,간편결제,False,,2024,9
2024-09-10,200000,기타,기타,카드,False,게임 결제,2024,9
2024-10-09,47999,쇼핑,온라인 쇼핑,간편결제,False,,2024,10
2024-10-07,3456,기타,기타 지출,간편결제,False,,2024,10
2024-10-26,3193,교통비,지하철,카드,False,,2024,10
2024-10-24,6668,쇼핑,의류,간편결제,False,,2024,10
2024-10-09,29858,문화/여가,영화,카드,False,,2024,10
2024-10-24,15578,문화/여가,영화,간편결제,False,,2024,10
2024-10-11,12903,기타,기타 지출,간편결제,False,,2024,10
2024-10-30,3300,교통비,버스,카드,False,,2024,10
2024-10-17,5918,기타,기타 지출,카드,False,,2024,10
2024-10-10,2599,기타,기타 지출,간편결제,False,,2024,10
2024-10-24,3300,교통비,버스,카드,False,,2024,10
2024-10-21,2463,기타,기타 지출,카드,False,,2024,10
2024-10-24,25125,쇼핑,의류,카드,False,,2024,10
2024-10-09,43375,쇼핑,온라인 쇼핑,카드,False,,2024,10
2024-10-16,15879,문화/여가,영화,간편결제,False,,2024,10
2024-10-28,3300,교통비,지하철,카드,False,,2024,10
2024-10-17,5888,기타,기타 지출,카드,False,,2024,10
2024-10-05,11563,식비,배달,카드,False,,2024,10
2024-10-05,20183,문화/여가,영화,계좌이체,False,,2024,10
2024-10-16,3300,교통비,지하철,카드,False,,2024,10
2024-10-11,46582,쇼핑,의류,카드,False,,2024,10
2024-10-09,11861,식비,점심,간편결제,False,,2024,10
2024-10-16,3300,교통비,지하철,카드,False,,2024,10
2024-10-20,19211,식비,배달,간편결제,False,,2024,10
2024-10-14,22821,문화/여가,영화,카드,False,,2024,10
2024-10-18,11534,식비,외식,간편결제,False,,2024,10
2024-10-29,26116,쇼핑,의류,간편결제,False,,2024,10
2024-10-21,13019,기타,기타 지출,카드,False,,2024,10
2024-10-10,3300,교통비,버스,카드,False,,2024,10
2024-10-13,2580,교통비,지하철,카드,False,,2024,10
2024-10-10,14529,식비,외식,카드,False,,2024,10
2024-10-14,12252,기타,기타 지출,카드,False,,2024,10
2024-10-12,17348,쇼핑,온라인 쇼핑,카드,False,,2024,10
2024-10-08,18675,문화/여가,영화,계좌이체,False,,2024,10
2024-10-24,3300,교통비,지하철,카드,False,,2024,10
2024-10-04,17012,식비,배달,간편결제,False,,2024,10
2024-10-13,11491,기타,기타 지출,카드,False,,2024,10
2024-10-21,5646,식비,외식,카드,False,,2024,10
2024-10-14,8279,기타,기타 지출,카드,False,,2024,10
2024-10-16,27998,식비,카페,카드,False,,2024,10
2024-10-10,3300,교통비,지하철,카드,False,,2024,10
2024-10-22,23524,문화/여가,영화,카드,False,,2024,10
2024-10-10,8735,식비,외식,카드,False,,2024,10
2024-10-20,18272,문화/여가,영화,계좌이체,False,,2024,10
2024-10-12,31853,쇼핑,의류,카드,False,,2024,10
2024-10-18,3300,교통비,지하철,카드,False,,2024,10
2024-10-23,22875,문화/여가,영화,카드,False,,2024,10
2024-10-01,3300,교통비,지하철,카드,False,,2024,10
2024-10-30,2809,기타,기타 지출,간편결제,False,,2024,10
2024-10-05,2475,기타,기타 지출,간편결제,False,,2024,10
2024-10-29,5192,기타,기타 지출,간편결제,False,,2024,10
2024-10-10,3300,교통비,버스,카드,False,,2024,10
2024-10-02,11541,쇼핑,온라인 쇼핑,카드,False,,2024,10
2024-10-12,27176,식비,카페,카드,False,,2024,10
2024-10-04,28946,문화/여가,영화,계좌이체,False,,2024,10
2024-10-28,9534,식비,외식,간편결제,False,,2024,10
2024-10-11,6857,기타,기타 지출,카드,False,,2024,10
2024-10-12,14352,기타,기타 지출,카드,False,,2024,10
2024-10-13,2369,교통비,지하철,카드,False,,2024,10
2024-10-27,21319,문화/여가,영화,간편결제,False,,2024,10
2024-10-21,29518,문화/여가,영화,카드,False,,2024,10
2024-10-23,28803,식비,배달,카드,False,,2024,10
2024-10-14,3300,교통비,지하철,카드,False,,2024,10
2024-10-28,49857,쇼핑,의류,간편결제,False,,2024,10
2024-10-30,3300,교통비,버스,카드,False,,2024,10
2024-10-29,21738,문화/여가,영화,카드,False,,2024,10
2024-10-09,26462,식비,외식,카드,False,,2024,10
2024-10-31,26949,식비,배달,카드,False,,2024,10
2024-10-16,6664,기타,기타 지출,간편결제,False,,2024,10
2024-10-05,14746,기타,기타 지출,간편결제,False,,2024,10
2024-10-17,14907,기타,기타 지출,간편결제,False,,2024,10
2024-10-03,27311,문화/여가,영화,카드,False,,2024,10
2024-10-11,23229,쇼핑,의류,카드,False,,2024,10
2024-10-13,14387,기타,기타 지출,카드,False,,2024,10
2024-10-15,23777,식비,점심,카드,False,,2024,10
2024-10-15,15356,식비,점심,카드,False,,2024,10
2024-10-04,21609,문화/여가,영화,카드,False,,2024,10
2024-10-27,7978,식비,외식,간편결제,False,,2024,10
2024-10-31,6584,기타,기타 지출,카드,False,,2024,10
2024-10-28,19891,식비,배달,카드,False,,2024,10
2024-10-23,8414,기타,기타 지출,카드,False,,2024,10
2024-10-01,16185,식비,배달,카드,False,,2024,10
2024-10-18,9552,기타,기타 지출,카드,False,,2024,10
2024-10-02,3689,기타,기타 지출,간편결제,False,,2024,10
2024-10-04,3300,교통비,버스,카드,False,,2024,10
2024-10-07,12913,쇼핑,의류,카드,False,,2024,10
2024-10-27,3150,교통비,버스,카드,False,,2024,10
2024-10-04,3300,교통비,버스,카드,False,,2024,10
2024-10-30,25375,문화/여가,영화,간편결제,False,,2024,10
2024-10-22,24655,문화/여가,영화,카드,False,,2024,10
2024-10-01,3300,교통비,버스,카드,False,,2024,10
2024-10-30,23328,문화/여가,영화,계좌이체,False,,2024,10
2024-10-24,3300,교통비,지하철,카드,False,,2024,10
2024-10-13,2896,교통비,지하철,카드,False,,2024,10
2024-10-20,26346,문화/여가,영화,계좌이체,False,,2024,10
2024-10-13,2252,교통비,버스,카드,False,,2024,10
2024-10-26,13740,쇼핑,온라인 쇼핑,카드,False,,2024,10
2024-10-27,26493,문화/여가,영화,간편결제,False,,2024,10
2024-10-07,18743,쇼핑,의류,간편결제,False,,2024,10
2024-10-10,100000,기타,기타,카드,False,게임 결제,2024,10
2024-11-22,6657,기타,기타 지출,간편결제,False,,2024,11
2024-11-17,2661,교통비,지하철,카드,False,,2024,11
2024-11-23,2890,기타,기타 지출,간편결제,False,,2024,11
2024-11-19,42397,쇼핑,온라인 쇼핑,간편결제,False,,2024,11
2024-11-22,13253,기타,기타 지출,간편결제,False,,2024,11
2024-11-26,5836,쇼핑,온라인 쇼핑,간편결제,False,,2024,11
2024-11-13,9762,식비,외식,카드,False,,2024,11
2024-11-07,5374,기타,기타 지출,간편결제,False,,2024,11
2024-11-22,3300,교통비,버스,카드,False,,2024,11
2024-11-27,9065,쇼핑,의류,간편결제,False,,2024,11
2024-11-25,40466,쇼핑,의류,카드,False,,2024,11
2024-11-04,45377,쇼핑,온라인 쇼핑,간편결제,False,,2024,11
2024-11-24,11602,기타,기타 지출,간편결제,False,,2024,11
2024-11-17,27850,문화/여가,영화,간편결제,False,,2024,11
2024-11-30,30007,쇼핑,의류,카드,False,,2024,11
2024-11-18,15881,문화/여가,영화,카드,False,,2024,11
2024-11-07,11167,기타,기타 지출,간편결제,False,,2024,11
2024-11-30,25383,문화/여가,영화,계좌이체,False,,2024,11
2024-11-25,10640,기타,기타 지출,간편결제,False,,2024,11
2024-11-25,12876,기타,기타 지출,카드,False,,2024,11
2024-11-06,49738,쇼핑,온라인 쇼핑,카드,False,,2024,11
2024-11-24,2602,교통비,지하철,카드,False,,2024,11
2024-11-02,19041,식비,점심,카드,False,,2024,11
2024-11-01,3300,교통비,버스,카드,False,,2024,11
2024-11-23,15145,쇼핑,온라인 쇼핑,카드,False,,2024,11
2024-11-20,3300,교통비,버스,카드,False,,2024,11
2024-11-16,23765,식비,카페,간편결제,False,,2024,11
2024-11-26,25831,쇼핑,의류,간편결제,False,,2024,11
2024-11-17,1689,교통비,지하철,카드,False,,2024,11
2024-11-29,18982,쇼핑,의류,간편결제,False,,2024,11
2024-11-12,24239,쇼핑,온라인 쇼핑,카드,False,,2024,11
2024-11-04,11959,기타,기타 지출,카드,False,,2024,11
2024-11-29,25522,문화/여가,영화,간편결제,False,,2024,11
2024-11-13,14045,기타,기타 지출,카드,False,,2024,11
2024-11-18,26861,문화/여가,영화,카드,False,,2024,11
2024-11-17,21670,식비,카페,카드,False,,2024,11
2024-11-10,29717,문화/여가,영화,간편결제,False,,2024,11
2024-11-17,1718,교통비,버스,카드,False,,2024,11
2024-11-25,22628,식비,배달,카드,False,,2024,11
2024-11-07,26965,식비,외식,간편결제,False,,2024,11
2024-11-27,3300,교통비,버스,카드,False,,2024,11
2024-11-18,28027,식비,배달,간편결제,False,,2024,11
2024-11-24,26240,문화/여가,영화,카드,False,,2024,11
2024-11-23,15869,식비,점심,카드,False,,2024,11
2024-11-02,10832,식비,외식,카드,False,,2024,11
2024-11-14,3300,교통비,버스,카드,False,,2024,11
2024-11-21,21626,문화/여가,영화,카드,False,,2024,11
2024-11-13,49125,쇼핑,의류,카드,False,,2024,11
2024-11-25,13221,기타,기타 지출,간편결제,False,,2024,11
2024-11-12,21476,식비,외식,카드,False,,2024,11
2024-11-20,10669,쇼핑,온라인 쇼핑,카드,False,,2024,11
2024-11-13,28469,문화/여가,영화,간편결제,False,,2024,11
2024-11-06,22480,식비,점심,카드,False,,2024,11
2024-11-26,3300,교통비,버스,카드,False,,2024,11
2024-11-22,3300,교통비,버스,카드,False,,2024,11
2024-11-01,10068,기타,기타 지출,간편결제,False,,2024,11
2024-11-02,1560,교통비,지하철,카드,False,,2024,11
2024-11-07,3300,교통비,버스,카드,False,,2024,11
2024-11-06,18014,문화/여가,영화,카드,False,,2024,11
2024-11-22,23589,식비,배달,카드,False,,2024,11
2024-11-09,2608,기타,기타 지출,카드,False,,2024,11
2024-11-11,6851,기타,기타 지출,카드,False,,2024,11
2024-11-04,5671,기타,기타 지출,간편결제,False,,2024,11
2024-11-11,20920,식비,배달,카드,False,,2024,11
2024-11-23,43284,쇼핑,온라인 쇼핑,카드,False,,2024,11
2024-11-06,5316,쇼핑,온라인 쇼핑,카드,False,,2024,11
2024-11-23,3065,교통비,지하철,카드,False,,2024,11
2024-11-09,14764,기타,기타 지출,카드,False,,2024,11
2024-11-29,3300,교통비,버스,카드,False,,2024,11
2024-11-15,20877,문화/여가,영화,계좌이체,False,,2024,11
2024-11-18,12132,쇼핑,온라인 쇼핑,카드,False,,2024,11
2024-11-27,5597,기타,기타 지출,카드,False,,2024,11
2024-11-24,2235,기타,기타 지출,카드,False,,2024,11
2024-11-18,22684,식비,카페,카드,False,,2024,11
2024-11-12,7430,기타,기타 지출,카드,False,,2024,11
2024-11-13,20961,문화/여가,영화,카드,False,,2024,11
2024-11-28,25120,식비,배달,간편결제,False,,2024,11
2024-11-15,3300,교통비,지하철,카드,False,,2024,11
2024-11-19,3300,교통비,지하철,카드,False,,2024,11
2024-11-12,1662,기타,기타 지출,카드,False,,2024,11
2024-11-03,19331,문화/여가,영화,카드,False,,2024,11
2024-11-22,3300,교통비,지하철,카드,False,,2024,11
2024-11-13,3300,교통비,버스,카드,False,,2024,11
2024-11-29,15760,문화/여가,영화,카드,False,,2024,11
2024-11-04,12530,기타,기타 지출,간편결제,False,,2024,11
2024-11-27,13155,기타,기타 지출,카드,False,,2024,11
2024-11-12,10628,기타,기타 지출,간편결제,False,,2024,11
2024-11-13,12303,식비,카페,카드,False,,2024,11
2024-11-27,29216,문화/여가,영화,카드,False,,2024,11
2024-11-29,24899,문화/여가,영화,카드,False,,2024,11
2024-11-03,2603,교통비,지하철,카드,False,,2024,11
2024-11-07,3461,기타,기타 지출,카드,False,,2024,11
2024-11-20,3300,교통비,버스,카드,False,,2024,11
2024-11-22,4773,기타,기타 지출,카드,False,,2024,11
2024-11-16,49251,쇼핑,의류,간편결제,False,,2024,11
2024-11-19,17641,문화/여가,영화,간편결제,False,,2024,11
2024-11-08,15706,문화/여가,영화,카드,False,,2024,11
2024-11-10,100000,기타,기타,카드,False,게임 결제,2024,11
2024-12-29,10376,기타,기타 지출,카드,False,,2024,12
2024-12-09,10899,식비,배달,카드,False,,2024,12
2024-12-29,26789,문화/여가,영화,계좌이체,False,,2024,12
2024-12-31,2404,기타,기타 지출,카드,False,,2024,12
2024-12-28,22891,문화/여가,영화,카드,False,,2024,12
2024-12-20,3300,교통비,버스,카드,False,,2024,12
2024-12-20,3300,교통비,지하철,카드,False,,2024,12
2024-12-06,12865,기타,기타 지출,간편결제,False,,2024,12
2024-12-20,43705,쇼핑,온라인 쇼핑,카드,False,,2024,12
2024-12-13,3300,교통비,버스,카드,False,,2024,12
2024-12-01,1964,교통비,지하철,카드,False,,2024,12
2024-12-06,3300,교통비,지하철,카드,False,,2024,12
2024-12-29,27842,문화/여가,영화,카드,False,,2024,12
2024-12-29,24887,문화/여가,영화,카드,False,,2024,12
2024-12-17,18784,식비,점심,카드,False,,2024,12
2024-12-08,20798,식비,점심,간편결제,False,,2024,12
2024-12-19,28182,문화/여가,영화,계좌이체,False,,2024,12
2024-12-14,3193,기타,기타 지출,카드,False,,2024,12
2024-12-30,29074,문화/여가,영화,카드,False,,2024,12
2024-12-09,17387,쇼핑,온라인 쇼핑,카드,False,,2024,12
2024-12-19,9561,기타,기타 지출,카드,False,,2024,12
2024-12-23,14177,기타,기타 지출,카드,False,,2024,12
2024-12-04,17535,문화/여가,영화,카드,False,,2024,12
2024-12-09,9783,기타,기타 지출,카드,False,,2024,12
2024-12-25,18349,쇼핑,온라인 쇼핑,카드,False,,2024,12
2024-12-09,25096,쇼핑,온라인 쇼핑,간편결제,False,,2024,12
2024-12-24,14048,쇼핑,온라인 쇼핑,간편결제,False,,2024,12
2024-12-15,27915,식비,배달,카드,False,,2024,12
2024-12-17,18125,식비,배달,카드,False,,2024,12
2024-12-26,16492,문화/여가,영화,카드,False,,2024,12
2024-12-03,16049,문화/여가,영화,카드,False,,2024,12
2024-12-03,3300,교통비,버스,카드,False,,2024,12
2024-12-20,25750,문화/여가,영화,카드,False,,2024,12
2024-12-31,16486,쇼핑,의류,간편결제,False,,2024,12
2024-12-01,18304,문화/여가,영화,간편결제,False,,2024,12
2024-12-20,10553,식비,배달,간편결제,False,,2024,12
2024-12-08,26463,식비,카페,카드,False,,2024,12
2024-12-09,3300,교통비,지하철,카드,False,,2024,12
2024-12-22,21474,문화/여가,영화,카드,False,,2024,12
2024-12-30,7954,식비,외식,간편결제,False,,2024,12
2024-12-12,23121,쇼핑,온라인 쇼핑,카드,False,,2024,12
2024-12-09,17867,문화/여가,영화,카드,False,,2024,12
2024-12-11,8834,식비,카페,카드,False,,2024,12
2024-12-23,34017,쇼핑,온라인 쇼핑,카드,False,,2024,12
2024-12-31,3300,교통비,버스,카드,False,,2024,12
2024-12-29,24614,문화/여가,영화,카드,False,,2024,12
2024-12-09,16106,문화/여가,영화,카드,False,,2024,12
2024-12-22,12488,기타,기타 지출,카드,False,,2024,12
2024-12-31,28140,쇼핑,온라인 쇼핑,간편결제,False,,2024,12
2024-12-10,11095,쇼핑,의류,카드,False,,2024,12
2024-12-03,10085,기타,기타 지출,카드,False,,2024,12
2024-12-12,18580,문화/여가,영화,간편결제,False,,2024,12
2024-12-31,49768,쇼핑,의류,카드,False,,2024,12
2024-12-08,27049,문화/여가,영화,카드,False,,2024,12
2024-12-08,18288,쇼핑,의류,카드,False,,2024,12
2024-12-30,7571,식비,외식,간편결제,False,,2024,12
2024-12-20,1108,기타,기타 지출,간편결제,False,,2024,12
2024-12-20,20167,문화/여가,영화,카드,False,,2024,12
2024-12-13,3300,교통비,버스,카드,False,,2024,12
2024-12-02,3300,교통비,지하철,카드,False,,2024,12
2024-12-28,49979,쇼핑,온라인 쇼핑,간편결제,False,,2024,12
2024-12-04,3300,교통비,버스,카드,False,,2024,12
2024-12-11,12292,기타,기타 지출,카드,False,,2024,12
2024-12-13,24038,식비,배달,카드,False,,2024,12
2024-12-20,22019,쇼핑,온라인 쇼핑,카드,False,,2024,12
2024-12-31,45179,쇼핑,온라인 쇼핑,카드,False,,2024,12
2024-12-16,32783,쇼핑,의류,카드,False,,2024,12
2024-12-12,28997,문화/여가,영화,카드,False,,2024,12
2024-12-06,42447,쇼핑,온라인 쇼핑,카드,False,,2024,12
2024-12-26,12726,식비,카페,간편결제,False,,2024,12
2024-12-07,17389,문화/여가,영화,계좌이체,False,,2024,12
2024-12-26,3300,교통비,버스,카드,False,,2024,12
2024-12-14,21370,식비,배달,카드,False,,2024,12
2024-12-26,8972,기타,기타 지출,카드,False,,2024,12
2024-12-13,11486,쇼핑,의류,간편결제,False,,2024,12
2024-12-07,2070,교통비,지하철,카드,False,,2024,12
2024-12-15,27199,문화/여가,영화,카드,False,,2024,12
2024-12-12,41723,쇼핑,온라인 쇼핑,간편결제,False,,2024,12
2024-12-01,31985,쇼핑,온라인 쇼핑,카드,False,,2024,12
2024-12-19,42741,쇼핑,의류,간편결제,False,,2024,12
2024-12-25,5663,기타,기타 지출,카드,False,,2024,12
2024-12-25,34290,쇼핑,온라인 쇼핑,카드,False,,2024,12
2024-12-15,25349,문화/여가,영화,카드,False,,2024,12
2024-12-14,2842,교통비,버스,카드,False,,2024,12
2024-12-06,16259,식비,외식,카드,False,,2024,12
2024-12-21,24094,쇼핑,온라인 쇼핑,간편결제,False,,2024,12
2024-12-09,34156,쇼핑,온라인 쇼핑,간편결제,False,,2024,12
2024-12-14,15965,쇼핑,온라인 쇼핑,카드,False,,2024,12
2024-12-24,12688,식비,배달,간편결제,False,,2024,12
2024-12-07,15938,쇼핑,의류,카드,False,,2024,12
2024-12-03,20505,식비,외식,간편결제,False,,2024,12
2024-12-25,18009,식비,외식,카드,False,,2024,12
2024-12-09,25253,식비,외식,카드,False,,2024,12
2024-12-10,12515,식비,점심,카드,False,,2024,12
2024-12-15,11264,기타,기타 지출,카드,False,,2024,12
2024-12-01,1621,교통비,지하철,카드,False,,2024,12
2024-12-28,6328,기타,기타 지출,간편결제,False,,2024,12
2024-12-18,22288,문화/여가,영화,카드,False,,2024,12
2024-12-19,10790,기타,기타 지출,카드,False,,2024,12
2024-12-17,11482,기타,기타 지출,간편결제,False,,2024,12
2024-12-18,19885,쇼핑,온라인 쇼핑,카드,False,,2024,12
2024-12-12,21753,문화/여가,영화,카드,False,,2024,12
2024-12-01,1550,교통비,버스,카드,False,,2024,12
2024-12-18,5545,쇼핑,온라인 쇼핑,간편결제,False,,2024,12
2024-12-10,15149,문화/여가,영화,계좌이체,False,,2024,12
2024-12-20,18788,문화/여가,영화,카드,False,,2024,12
2024-12-13,19094,문화/여가,영화,카드,False,,2024,12
2024-12-27,7199,기타,기타 지출,카드,False,,2024,12
2024-12-14,45981,쇼핑,의류,카드,False,,2024,12
2024-12-14,4080,기타,기타 지출,카드,False,,2024,12
2024-12-10,3300,교통비,지하철,카드,False,,2024,12
2024-12-20,19836,식비,점심,카드,False,,2024,12
2024-12-07,6253,기타,기타 지출,카드,False,,2024,12
2024-12-18,3300,교통비,지하철,카드,False,,2024,12
2024-12-04,14244,식비,배달,카드,False,,2024,12
2024-12-24,3300,교통비,버스,카드,False,,2024,12
2024-12-03,9937,식비,배달,카드,False,,2024,12
2024-12-11,21885,문화/여가,영화,카드,False,,2024,12
2024-12-15,26418,문화/여가,영화,카드,False,,2024,12
2024-12-10,200000,기타,기타,카드,False,게임 결제,2024,12
2024-03-17,198000,문화/여가,콘서트,계좌이체,False,콘서트,2024,3
2024-07-14,198000,문화/여가,콘서트,간편결제,False,콘서트,2024,7
2024-12-28,198000,문화/여가,콘서트,간편결제,False,콘서트,2024,12
2024-12-29,198000,문화/여가,콘서트,간편결제,False,콘서트,2024,12
2024-11-10,369378,문화/여가,여행,카드,False,일본 여행,2024,11
2024-08-05,660000,운동/헬스,헬스장,카드,True,월 헬스장,2024,8
2025-01-10,17500,통신비,휴대폰 요금,카드,True,,2025,1
2025-01-20,5500,구독,넷플릭스,카드,True,,2025,1
2025-01-20,4500,구독,유튜브,카드,True,,2025,1
2025-01-20,7000,구독,GPT,계좌이체,True,,2025,1
2025-01-20,3500,구독,티빙,카드,True,,2025,1
2025-02-10,17500,통신비,휴대폰 요금,카드,True,,2025,2
2025-02-20,5500,구독,넷플릭스,카드,True,,2025,2
2025-02-20,4500,구독,유튜브,카드,True,,2025,2
2025-02-20,7000,구독,GPT,계좌이체,True,,2025,2
2025-02-20,3500,구독,티빙,카드,True,,2025,2
2025-03-10,11500,통신비,휴대폰 요금,카드,True,,2025,3
2025-03-20,5500,구독,넷플릭스,카드,True,,2025,3
2025-03-20,4500,구독,유튜브,카드,True,,2025,3
2025-03-20,7000,구독,GPT,계좌이체,True,,2025,3
2025-03-20,3500,구독,티빙,카드,True,,2025,3
2025-04-10,11500,통신비,휴대폰 요금,카드,True,,2025,4
2025-04-20,5500,구독,넷플릭스,카드,True,,2025,4
2025-04-20,4500,구독,유튜브,카드,True,,2025,4
2025-04-20,7000,구독,GPT,계좌이체,True,,2025,4
2025-04-20,3500,구독,티빙,카드,True,,2025,4
2025-05-10,11500,통신비,휴대폰 요금,카드,True,,2025,5
2025-05-20,5500,구독,넷플릭스,카드,True,,2025,5
2025-05-20,4500,구독,유튜브,카드,True,,2025,5
2025-05-20,7000,구독,GPT,계좌이체,True,,2025,5
2025-05-20,3500,구독,티빙,카드,True,,2025,5
2025-06-10,11500,통신비,휴대폰 요금,카드,True,,2025,6
2025-06-20,5500,구독,넷플릭스,카드,True,,2025,6
2025-06-20,4500,구독,유튜브,카드,True,,2025,6
2025-06-20,7000,구독,GPT,계좌이체,True,,2025,6
2025-06-20,3500,구독,티빙,카드,True,,2025,6
2025-07-10,11500,통신비,휴대폰 요금,카드,True,,2025,7
2025-07-20,5500,구독,넷플릭스,카드,True,,2025,7
2025-07-20,4500,구독,유튜브,카드,True,,2025,7
2025-07-20,7000,구독,GPT,계좌이체,True,,2025,7
2025-07-20,3500,구독,티빙,카드,True,,2025,7
2025-08-10,11500,통신비,휴대폰 요금,카드,True,,2025,8
2025-08-20,5500,구독,넷플릭스,카드,True,,2025,8
2025-08-20,4500,구독,유튜브,카드,True,,2025,8
2025-08-20,7000,구독,GPT,계좌이체,True,,2025,8
2025-08-20,3500,구독,티빙,카드,True,,2025,8
2025-09-10,11500,통신비,휴대폰 요금,카드,True,,2025,9
2025-09-20,5500,구독,넷플릭스,카드,True,,2025,9
2025-09-20,4500,구독,유튜브,카드,True,,2025,9
2025-09-20,7000,구독,GPT,계좌이체,True,,2025,9
2025-09-20,3500,구독,티빙,카드,True,,2025,9
2025-10-10,11500,통신비,휴대폰 요금,카드,True,,2025,10
2025-10-20,5500,구독,넷플릭스,카드,True,,2025,10
2025-10-20,4500,구독,유튜브,카드,True,,2025,10
2025-10-20,7000,구독,GPT,계좌이체,True,,2025,10
2025-10-20,3500,구독,티빙,카드,True,,2025,10
2025-11-10,17500,통신비,휴대폰 요금,카드,True,,2025,11
2025-11-20,5500,구독,넷플릭스,카드,True,,2025,11
2025-11-20,4500,구독,유튜브,카드,True,,2025,11
2025-11-20,7000,구독,GPT,계좌이체,True,,2025,11
2025-11-20,3500,구독,티빙,카드,True,,2025,11
2025-12-10,17500,통신비,휴대폰 요금,카드,True,,2025,12
2025-12-20,5500,구독,넷플릭스,카드,True,,2025,12
2025-12-20,4500,구독,유튜브,카드,True,,2025,12
2025-12-20,7000,구독,GPT,계좌이체,True,,2025,12
2025-12-20,3500,구독,티빙,카드,True,,2025,12
2025-01-26,12847,쇼핑,온라인 쇼핑,간편결제,False,,2025,1
2025-01-30,15000,문화/여가,영화,카드,False,,2025,1
2025-01-27,25599,식비,카페,간편결제,False,,2025,1
2025-01-23,14558,쇼핑,의류,카드,False,,2025,1
2025-01-25,5741,기타,기타 지출,카드,False,,2025,1
2025-01-13,3300,교통비,지하철,카드,False,,2025,1
2025-01-21,33909,쇼핑,온라인 쇼핑,카드,False,,2025,1
2025-01-07,27496,쇼핑,온라인 쇼핑,간편결제,False,,2025,1
